,Abschluss_official,Start,Modus,Dauer,Semestergebühr
0,Master of Arts FHNW in Architektur,26.02.2024,Vollzeit,4 Semester,CHF 810 (für CH) | CHF 1110 (für EU) > detaillierte Übersicht siehe ‹Gebühren› bei Informationen zum Bachelor-Studium
